mouseID,sex,day,date,week,schedule,achieved,note

dodo1,m,
dodo2,m,
dodo3,m,
dodo4,m,
quagga1,f,
quagga2,f,
quagga3,f,
quagga4,f,

dodo1,m,monday,11-17-25,1,Day0,0
dodo2,m,monday,11-17-25,1,Day0,0
dodo3,m,monday,11-17-25,1,Day0,0
dodo4,m,monday,11-17-25,1,Day0,0
quagga1,f,monday,11-17-25,1,Day0,0
quagga2,f,monday,11-17-25,1,Day0,0
quagga3,f,monday,11-17-25,1,Day0,0
quagga4,f,monday,11-17-25,1,Day0,0

dodo1,m,tuesday,11-18-25,1,InitialTouch,9
dodo2,m,tuesday,11-18-25,1,InitialTouch,39
dodo3,m,tuesday,11-18-25,1,InitialTouch,35
dodo4,m,tuesday,11-18-25,1,InitialTouch,46
quagga1,f,tuesday,11-18-25,1,InitialTouch,19
quagga2,f,tuesday,11-18-25,1,InitialTouch,24
quagga3,f,tuesday,11-18-25,1,InitialTouch,23
quagga4,f,tuesday,11-18-25,1,InitialTouch,53

dodo1,m,wednesday,11-19-25,1,InitialTouch,9
dodo2,m,wednesday,11-19-25,1,InitialTouch,38
dodo3,m,wednesday,11-19-25,1,InitialTouch,39
dodo4,m,wednesday,11-19-25,1,InitialTouch,40
quagga1,f,wednesday,11-19-25,1,InitialTouch,22
quagga2,f,wednesday,11-19-25,1,InitialTouch,15
quagga3,f,wednesday,11-19-25,1,InitialTouch,18
quagga4,f,wednesday,11-19-25,1,InitialTouch,45

dodo1,m,thursday,11-20-25,1,InitialTouch,11
dodo2,m,thursday,11-20-25,1,InitialTouch,46
dodo3,m,thursday,11-20-25,1,InitialTouch,41
dodo4,m,thursday,11-20-25,1,InitialTouch,43
quagga1,f,thursday,11-20-25,1,InitialTouch,23
quagga2,f,thursday,11-20-25,1,InitialTouch,28
quagga3,f,thursday,11-20-25,1,InitialTouch,132
quagga4,f,thursday,11-20-25,1,InitialTouch,47

dodo1,m,friday,11-21-25,1,InitialTouch,23
dodo2,m,friday,11-21-25,1,InitialTouch,58
dodo3,m,friday,11-21-25,1,InitialTouch,47
dodo4,m,friday,11-21-25,1,InitialTouch,45
quagga1,f,friday,11-21-25,1,InitialTouch,17
quagga2,f,friday,11-21-25,1,InitialTouch,39
quagga3,f,friday,11-21-25,1,InitialTouch,184
quagga4,f,friday,11-21-25,1,InitialTouch,50

dodo1,m,monday,11-24-25,2,InitialTouch,16
dodo2,m,monday,11-24-25,2,InitialTouch,39
dodo3,m,monday,11-24-25,2,InitialTouch,44
dodo4,m,monday,11-24-25,2,InitialTouch,37
quagga1,f,monday,11-24-25,2,InitialTouch,29
quagga2,f,monday,11-24-25,2,InitialTouch,40
quagga3,f,monday,11-24-25,2,InitialTouch,188
quagga4,f,monday,11-24-25,2,InitialTouch,52

dodo1,m,tuesday,11-25-25,2,InitialTouch,60
dodo2,m,tuesday,11-25-25,2,InitialTouch,37
dodo3,m,tuesday,11-25-25,2,InitialTouch,47
dodo4,m,tuesday,11-25-25,2,InitialTouch,50
quagga1,f,tuesday,11-25-25,2,InitialTouch,30
quagga2,f,tuesday,11-25-25,2,InitialTouch,46
quagga3,f,tuesday,11-25-25,2,InitialTouch,206
quagga4,f,tuesday,11-25-25,2,InitialTouch,57

dodo1,m,wednesday,11-26-25,2,InitialTouch,41
dodo2,m,wednesday,11-26-25,2,InitialTouch,59
dodo3,m,wednesday,11-26-25,2,InitialTouch,50
dodo4,m,wednesday,11-26-25,2,InitialTouch,55
quagga1,f,wednesday,11-26-25,2,InitialTouch,12
quagga2,f,wednesday,11-26-25,2,InitialTouch,45
quagga3,f,wednesday,11-26-25,2,InitialTouch,244
quagga4,f,wednesday,11-26-25,2,InitialTouch,58

dodo1,m,thursday,11-27-25,2,HOLDIAY
dodo2,m,thursday,11-27-25,2,HOLDIAY
dodo3,m,thursday,11-27-25,2,HOLDIAY
dodo4,m,thursday,11-27-25,2,HOLDIAY
quagga1,f,thursday,11-27-25,2,HOLDIAY
quagga2,f,thursday,11-27-25,2,HOLDIAY
quagga3,f,thursday,11-27-25,2,HOLDIAY
quagga4,f,thursday,11-27-25,2,HOLDIAY

dodo1,m,friday,11-28-25,2,HOLDIAY
dodo2,m,friday,11-28-25,2,HOLDIAY
dodo3,m,friday,11-28-25,2,HOLDIAY
dodo4,m,friday,11-28-25,2,HOLDIAY
quagga1,f,friday,11-28-25,2,HOLDIAY
quagga2,f,friday,11-28-25,2,HOLDIAY
quagga3,f,friday,11-28-25,2,HOLDIAY
quagga4,f,friday,11-28-25,2,HOLDIAY

dodo1,m,monday,12-01-25,3,InitialTouch,46
dodo2,m,monday,12-01-25,3,InitialTouch,80
dodo3,m,monday,12-01-25,3,InitialTouch,52
dodo4,m,monday,12-01-25,3,InitialTouch,69
quagga1,f,monday,12-01-25,3,InitialTouch,37
quagga2,f,monday,12-01-25,3,InitialTouch,49
quagga3,f,monday,12-01-25,3,InitialTouch,135
quagga4,f,monday,12-01-25,3,InitialTouch,60

dodo1,m,tuesday,12-02-25,3,MustTouch,6,notfednightbefore
dodo2,m,tuesday,12-02-25,3,MustTouch,101,notfednightbefore
dodo3,m,tuesday,12-02-25,3,MustTouch,2,notfednightbefore
dodo4,m,tuesday,12-02-25,3,MustTouch,38,notfednightbefore
quagga1,f,tuesday,12-02-25,3,MustTouch,14,notfednightbefore
quagga2,f,tuesday,12-02-25,3,MustTouch,11,notfednightbefore
quagga3,f,tuesday,12-02-25,3,MustTouch,268,notfednightbefore
quagga4,f,tuesday,12-02-25,3,MustTouch,61,notfednightbefore

dodo1,m,wednesday,12-03-25,3,MustTouch,4
dodo2,m,wednesday,12-03-25,3,MustTouch,110
dodo3,m,wednesday,12-03-25,3,MustTouch,0
dodo4,m,wednesday,12-03-25,3,MustTouch,56
quagga1,f,wednesday,12-03-25,3,MustTouch,11
quagga2,f,wednesday,12-03-25,3,MustTouch,13
quagga3,f,wednesday,12-03-25,3,MustTouch,241
quagga4,f,wednesday,12-03-25,3,MustTouch,72

dodo1,m,thursday,12-04-25,3,MustTouch,3,rantwiceseemsliketubesbeenblockedsincemonday(deepclean)
dodo2,m,thursday,12-04-25,3,MustTouch,119
dodo3,m,thursday,12-04-25,3,MustTouch,4,rantwiceseemsliketubesbeenblockedsincemonday(deepclean)
dodo4,m,thursday,12-04-25,3,MustTouch,87
quagga1,f,thursday,12-04-25,3,MustTouch,11
quagga2,f,thursday,12-04-25,3,MustTouch,17
quagga3,f,thursday,12-04-25,3,MustTouch,272
quagga4,f,thursday,12-04-25,3,MustTouch,50

dodo1,m,friday,12-05-25,3,InitialTouch_redo,52
dodo2,m,friday,12-05-25,3,MustTouch,142
dodo3,m,friday,12-05-25,3,InitialTouch_redo,56
dodo4,m,friday,12-05-25,3,MustTouch,78
quagga1,f,friday,12-05-25,3,MustTouch,17
quagga2,f,friday,12-05-25,3,MustTouch,102
quagga3,f,friday,12-05-25,3,MustTouch,270
quagga4,f,friday,12-05-25,3,MustTouch,113

dodo1,m,monday,12-08-25,4,InitialTouch_redo,53
dodo2,m,monday,12-08-25,4,MustTouch,112
dodo3,m,monday,12-08-25,4,InitialTouch_redo,97
dodo4,m,monday,12-08-25,4,MustTouch,57
quagga1,f,monday,12-08-25,4,MustTouch,13
quagga2,f,monday,12-08-25,4,MustTouch,84
quagga3,f,monday,12-08-25,4,MustTouch,102
quagga4,f,monday,12-08-25,4,MustTouch,209

dodo1,m,tuesday,12-09-25,4,InitialTouch_redo,53
dodo2,m,tuesday,12-09-25,4,MustTouch,140
dodo3,m,tuesday,12-09-25,4,InitialTouch_redo,132
dodo4,m,tuesday,12-09-25,4,MustTouch,87
quagga1,f,tuesday,12-09-25,4,MustTouch,12
quagga2,f,tuesday,12-09-25,4,MustTouch,139
quagga3,f,tuesday,12-09-25,4,MustTouch,218
quagga4,f,tuesday,12-09-25,4,MustTouch,145

dodo1,m,wednesday,12-10-25,4,InitialTouch_redo,51
dodo2,m,wednesday,12-10-25,4,MustTouch,114
dodo3,m,wednesday,12-10-25,4,InitialTouch_redo,149
dodo4,m,wednesday,12-10-25,4,MustTouch,65
quagga1,f,wednesday,12-10-25,4,InitialTouch_redo,97
quagga2,f,wednesday,12-10-25,4,MustTouch,120
quagga3,f,wednesday,12-10-25,4,MustTouch,260
quagga4,f,wednesday,12-10-25,4,MustTouch,174

dodo1,m,thursday,12-11-25,4,InitialTouch_redo,53
dodo2,m,thursday,12-11-25,4,MustTouch,137
dodo3,m,thursday,12-11-25,4,InitialTouch_redo,175
dodo4,m,thursday,12-11-25,4,MustTouch,108
quagga1,f,thursday,12-11-25,4,InitialTouch_redo,106
quagga2,f,thursday,12-11-25,4,MustTouch,173
quagga3,f,thursday,12-11-25,4,MustTouch,296
quagga4,f,thursday,12-11-25,4,MustTouch,182

dodo1,m,friday,12-12-25,4,InitialTouch_redo,54
dodo2,m,friday,12-12-25,4,MustTouch,157
dodo3,m,friday,12-12-25,4,InitialTouch_redo,164
dodo4,m,friday,12-12-25,4,MustTouch,91
quagga1,f,friday,12-12-25,4,InitialTouch_redo,158
quagga2,f,friday,12-12-25,4,MustTouch,206
quagga3,f,friday,12-12-25,4,MustTouch,282
quagga4,f,friday,12-12-25,4,MustTouch,214

dodo1,m,monday,12-15-25,5,InitialTouch_redo,57
dodo2,m,monday,12-15-25,5,MustTouch,140
dodo3,m,monday,12-15-25,5,InitialTouch_redo,191
dodo4,m,monday,12-15-25,5,MustTouch,101
quagga1,f,monday,12-15-25,5,InitialTouch_redo,148
quagga2,f,monday,12-15-25,5,MustTouch,168
quagga3,f,monday,12-15-25,5,MustTouch,249
quagga4,f,monday,12-15-25,5,MustTouch,193

dodo1,m,tuesday,12-16-25,5,InitialTouch_redo,121
dodo2,m,tuesday,12-16-25,5,MustTouch,153
dodo3,m,tuesday,12-16-25,5,InitialTouch_redo,190
dodo4,m,tuesday,12-16-25,5,MustTouch,127
quagga1,f,tuesday,12-16-25,5,InitialTouch_redo,142
quagga2,f,tuesday,12-16-25,5,MustTouch,199
quagga3,f,tuesday,12-16-25,5,MustTouch,272
quagga4,f,tuesday,12-16-25,5,MustTouch,212

dodo1,m,wednesday,12-17-25,5,InitialTouch_redo,146
dodo2,m,wednesday,12-17-25,5,MustTouch,138
dodo3,m,wednesday,12-17-25,5,InitialTouch_redo,178
dodo4,m,wednesday,12-17-25,5,MustTouch,136
quagga1,f,wednesday,12-17-25,5,InitialTouch_redo,153
quagga2,f,wednesday,12-17-25,5,MustTouch,193
quagga3,f,wednesday,12-17-25,5,MustTouch,285
quagga4,f,wednesday,12-17-25,5,MustTouch,239

dodo1,m,thursday,12-18-25,5,InitialTouch_redo,168
dodo2,m,thursday,12-18-25,5,MustTouch,125
dodo3,m,thursday,12-18-25,5,InitialTouch_redo,184
dodo4,m,thursday,12-18-25,5,MustTouch,166
quagga1,f,thursday,12-18-25,5,InitialTouch_redo,166
quagga2,f,thursday,12-18-25,5,MustTouch,173
quagga3,f,thursday,12-18-25,5,MustTouch,287
quagga4,f,thursday,12-18-25,5,MustTouch,274

dodo1,m,friday,12-19-25,5,InitialTouch_redo,198
dodo2,m,friday,12-19-25,5,MustTouch,180
dodo3,m,friday,12-19-25,5,InitialTouch_redo,211
dodo4,m,friday,12-19-25,5,MustTouch,194
quagga1,f,friday,12-19-25,5,InitialTouch_redo,168
quagga2,f,friday,12-19-25,5,MustTouch,205
quagga3,f,friday,12-19-25,5,MustTouch,330
quagga4,f,friday,12-19-25,5,MustTouch,267

dodo1,m,monday,12-22-25,6,HOLIDAY,,
dodo2,m,monday,12-22-25,6,HOLIDAY,,
dodo3,m,monday,12-22-25,6,HOLIDAY,,
dodo4,m,monday,12-22-25,6,HOLIDAY,,
quagga1,f,monday,12-22-25,6,HOLIDAY,,
quagga2,f,monday,12-22-25,6,HOLIDAY,,
quagga3,f,monday,12-22-25,6,HOLIDAY,,
quagga4,f,monday,12-22-25,6,HOLIDAY,,

dodo1,m,tuesday,12-23-25,6,HOLIDAY,,
dodo2,m,tuesday,12-23-25,6,HOLIDAY,,
dodo3,m,tuesday,12-23-25,6,HOLIDAY,,
dodo4,m,tuesday,12-23-25,6,HOLIDAY,,
quagga1,f,tuesday,12-23-25,6,HOLIDAY,,
quagga2,f,tuesday,12-23-25,6,HOLIDAY,,
quagga3,f,tuesday,12-23-25,6,HOLIDAY,,
quagga4,f,tuesday,12-23-25,6,HOLIDAY,,

dodo1,m,wednesday,12-24-25,6,HOLIDAY,,
dodo2,m,wednesday,12-24-25,6,HOLIDAY,,
dodo3,m,wednesday,12-24-25,6,HOLIDAY,,
dodo4,m,wednesday,12-24-25,6,HOLIDAY,,
quagga1,f,wednesday,12-24-25,6,HOLIDAY,,
quagga2,f,wednesday,12-24-25,6,HOLIDAY,,
quagga3,f,wednesday,12-24-25,6,HOLIDAY,,
quagga4,f,wednesday,12-24-25,6,HOLIDAY,,

dodo1,m,thursday,12-25-25,6,HOLIDAY,,
dodo2,m,thursday,12-25-25,6,HOLIDAY,,
dodo3,m,thursday,12-25-25,6,HOLIDAY,,
dodo4,m,thursday,12-25-25,6,HOLIDAY,,
quagga1,f,thursday,12-25-25,6,HOLIDAY,,
quagga2,f,thursday,12-25-25,6,HOLIDAY,,
quagga3,f,thursday,12-25-25,6,HOLIDAY,,
quagga4,f,thursday,12-25-25,6,HOLIDAY,,

dodo1,m,friday,12-26-25,6,HOLIDAY,,
dodo2,m,friday,12-26-25,6,HOLIDAY,,
dodo3,m,friday,12-26-25,6,HOLIDAY,,
dodo4,m,friday,12-26-25,6,HOLIDAY,,
quagga1,f,friday,12-26-25,6,HOLIDAY,,
quagga2,f,friday,12-26-25,6,HOLIDAY,,
quagga3,f,friday,12-26-25,6,HOLIDAY,,
quagga4,f,friday,12-26-25,6,HOLIDAY,,

dodo1,m,monday,12-29-25,7,HOLIDAY,,
dodo2,m,monday,12-29-25,7,HOLIDAY,,
dodo3,m,monday,12-29-25,7,HOLIDAY,,
dodo4,m,monday,12-29-25,7,HOLIDAY,,
quagga1,f,monday,12-29-25,7,HOLIDAY,,
quagga2,f,monday,12-29-25,7,HOLIDAY,,
quagga3,f,monday,12-29-25,7,HOLIDAY,,
quagga4,f,monday,12-29-25,7,HOLIDAY,,

dodo1,m,tuesday,12-30-25,7,HOLIDAY,,
dodo2,m,tuesday,12-30-25,7,HOLIDAY,,
dodo3,m,tuesday,12-30-25,7,HOLIDAY,,
dodo4,m,tuesday,12-30-25,7,HOLIDAY,,
quagga1,f,tuesday,12-30-25,7,HOLIDAY,,
quagga2,f,tuesday,12-30-25,7,HOLIDAY,,
quagga3,f,tuesday,12-30-25,7,HOLIDAY,,
quagga4,f,tuesday,12-30-25,7,HOLIDAY,,

dodo1,m,wednesday,12-31-25,7,HOLIDAY,,
dodo2,m,wednesday,12-31-25,7,HOLIDAY,,
dodo3,m,wednesday,12-31-25,7,HOLIDAY,,
dodo4,m,wednesday,12-31-25,7,HOLIDAY,,
quagga1,f,wednesday,12-31-25,7,HOLIDAY,,
quagga2,f,wednesday,12-31-25,7,HOLIDAY,,
quagga3,f,wednesday,12-31-25,7,HOLIDAY,,
quagga4,f,wednesday,12-31-25,7,HOLIDAY,,

dodo1,m,thursday,01-01-26,7,HOLIDAY,,
dodo2,m,thursday,01-01-26,7,HOLIDAY,,
dodo3,m,thursday,01-01-26,7,HOLIDAY,,
dodo4,m,thursday,01-01-26,7,HOLIDAY,,
quagga1,f,thursday,01-01-26,7,HOLIDAY,,
quagga2,f,thursday,01-01-26,7,HOLIDAY,,
quagga3,f,thursday,01-01-26,7,HOLIDAY,,
quagga4,f,thursday,01-01-26,7,HOLIDAY,,

dodo1,m,friday,01-02-26,7,HOLIDAY,,
dodo2,m,friday,01-02-26,7,HOLIDAY,,
dodo3,m,friday,01-02-26,7,HOLIDAY,,
dodo4,m,friday,01-02-26,7,HOLIDAY,,
quagga1,f,friday,01-02-26,7,HOLIDAY,,
quagga2,f,friday,01-02-26,7,HOLIDAY,,
quagga3,f,friday,01-02-26,7,HOLIDAY,,
quagga4,f,friday,01-02-26,7,HOLIDAY,,

dodo1,m,monday,01-05-26,8,HOLIDAY,
dodo2,m,monday,01-05-26,8,HOLIDAY,,
dodo3,m,monday,01-05-26,8,HOLIDAY,,
dodo4,m,monday,01-05-26,8,HOLIDAY,,
quagga1,f,monday,01-06-26,8,HOLIDAY,,
quagga2,f,monday,01-06-26,8,HOLIDAY,,
quagga3,f,monday,01-06-26,8,HOLIDAY,,
quagga4,f,monday,01-06-26,8,HOLIDAY,,

dodo1,m,tuesday,01-06-26,8,InitialTouch_redo,174
dodo2,m,tuesday,01-06-26,8,MustTouch,264
dodo3,m,tuesday,01-06-26,8,InitialTouch_redo,242
dodo4,m,tuesday,01-06-26,8,MustTouch,211
quagga1,f,tuesday,01-06-26,8,InitialTouch_redo,178
quagga2,f,tuesday,01-06-26,8,MustTouch,179
quagga3,f,tuesday,01-06-26,8,MustTouch,301
quagga4,f,tuesday,01-06-26,8,MustTouch,241

dodo1,m,wednesday,01-07-26,8,InitialTouch_redo,179
dodo2,m,wednesday,01-07-26,8,MustTouch,249
dodo3,m,wednesday,01-07-26,8,InitialTouch_232redo,
dodo4,m,wednesday,01-07-26,8,MustTouch,266
quagga1,f,wednesday,01-07-26,8,InitialTouch_redo,174
quagga2,f,wednesday,01-07-26,8,MustTouch,220
quagga3,f,wednesday,01-07-26,8,MustTouch,333
quagga4,f,wednesday,01-07-26,8,MustTouch,265

dodo1,m,thursday,01-08-26,8,InitialTouch_redo,184
dodo2,m,thursday,01-08-26,8,MustTouch,269
dodo3,m,thursday,01-08-26,8,InitialTouch_241redo,
dodo4,m,thursday,01-08-26,8,MustTouch,269
quagga1,f,thursday,01-08-26,8,InitialTouch_redo,183
quagga2,f,thursday,01-08-26,8,MustTouch,226
quagga3,f,thursday,01-08-26,8,MustTouch,337
quagga4,f,thursday,01-08-26,8,MustTouch,293

dodo1,m,friday,01-09-26,8,InitialTouch_redo,197
dodo2,m,friday,01-09-26,8,MustTouch,297
dodo3,m,friday,01-09-26,8,InitialTouch_redo,216
dodo4,m,friday,01-09-26,8,MustTouch,271
quagga1,f,friday,01-09-26,8,InitialTouch_redo,220
quagga2,f,friday,01-09-26,8,MustTouch,274
quagga3,f,friday,01-09-26,8,MustTouch,336
quagga4,f,friday,01-09-26,8,MustTouch,331

dodo1,m,monday,01-12-26,9,InitialTouch_redo,219
dodo2,m,monday,01-12-26,9,MustTouch,313
dodo3,m,monday,01-12-26,9,InitialTouch_redo,257
dodo4,m,monday,01-12-26,9,MustTouch,269
quagga1,f,monday,01-12-26,9,InitialTouch_redo,203
quagga2,f,monday,01-12-26,9,MustTouch,229
quagga3,f,monday,01-12-26,9,MustTouch,316
quagga4,f,monday,01-12-26,9,MustTouch,331

dodo1,m,tuesday,01-13-26,9,InitialTouch_redo,245
dodo2,m,tuesday,01-13-26,9,MustTouch,327
dodo3,m,tuesday,01-13-26,9,InitialTouch_260redo,
dodo4,m,tuesday,01-13-26,9,MustTouch,288
quagga1,f,tuesday,01-13-26,9,InitialTouch_redo,232
quagga2,f,tuesday,01-13-26,9,MustTouch,291
quagga3,f,tuesday,01-13-26,9,MustTouch,325
quagga4,f,tuesday,01-13-26,9,MustTouch,340

dodo1,m,wednesday,01-14-26,9,MustTouch,274,movingon
dodo2,m,wednesday,01-14-26,9,MustInitiate,208,movingon
dodo3,m,wednesday,01-14-26,9,MustTouch,323,movingon
dodo4,m,wednesday,01-14-26,9,MustInitiate,200,movingon
quagga1,f,wednesday,01-14-26,9,MustTouch,278,movingon
quagga2,f,wednesday,01-14-26,9,MustInitiate,310,movingon
quagga3,f,wednesday,01-14-26,9,MustInitiate,330,movingon
quagga4,f,wednesday,01-14-26,9,MustInitiate,328,movingon

dodo1,m,thursday,01-15-26,9,MustTouch,311
dodo2,m,thursday,01-15-26,9,MustInitiate,162
dodo3,m,thursday,01-15-26,9,MustTouch,325
dodo4,m,thursday,01-15-26,9,MustInitiate,270
quagga1,f,thursday,01-15-26,9,MustTouch,270
quagga2,f,thursday,01-15-26,9,MustInitiate,318
quagga3,f,thursday,01-15-26,9,MustInitiate,315
quagga4,f,thursday,01-15-26,9,MustInitiate,337

dodo1,m,friday,01-16-26,9,MustTouch,332
dodo2,m,friday,01-16-26,9,MustInitiate,265
dodo3,m,friday,01-16-26,9,MustTouch,316
dodo4,m,friday,01-16-26,9,MustInitiate,245
