mouseID,date,timeTaken,total trial,percentCorrect
dodo1,02-11-26,2285.115,250,84.8
dodo2,02-11-26,1803.955,250,99.2
dodo3,02-11-26,1521.628,250,97.2
dodo4,02-11-26,1821.602,250,98.4
quagga1,02-11-26,6616.355,250,57.599999999999994
quagga2,02-11-26,1803.269,250,98.0
quagga3,02-11-26,1850.462,250,95.19999999999999
quagga4,02-11-26,1586.973,250,97.2
