mouseID,date,timeTaken,total trial,percentCorrect
dodo2,02-04-26,2490.092,250,72.39999999999999
dodo3,02-04-26,2591.123,250,42.8
dodo4,02-04-26,2339.521,250,78.4
quagga2,02-04-26,1749.918,250,91.60000000000001
quagga3,02-04-26,2449.087,250,56.00000000000001
quagga4,02-04-26,2102.373,250,50.8
