mouseID,date,timeTaken,total trial,percentCorrect
dodo2,02-09-26,2628.663,250,93.60000000000001
dodo3,02-09-26,1496.441,250,95.19999999999999
dodo4,02-09-26,1574.172,250,96.8
quagga2,02-09-26,1954.938,250,94.39999999999999
quagga3,02-09-26,2137.804,250,94.0
quagga4,02-09-26,1632.967,250,95.19999999999999
