mouseID,date,timeTaken,total trial,percentCorrect
dodo2,02-06-26,1635.934,250,98.0
dodo3,02-06-26,1875.936,250,81.2
dodo4,02-06-26,1539.49,250,97.2
quagga2,02-06-26,1761.468,250,81.6
quagga3,02-06-26,1620.758,250,94.8
quagga4,02-06-26,1540.961,250,97.2
