mouseID,date,timeTaken,total trial,percentCorrect
dodo1,02-12-26,2130.027,250,96.39999999999999
dodo2,02-12-26,1783.767,250,98.8
dodo3,02-12-26,1658.346,250,97.2
dodo4,02-12-26,1436.039,250,97.2
quagga1,02-12-26,2721.158,250,92.80000000000001
quagga2,02-12-26,1756.587,250,95.19999999999999
quagga3,02-12-26,1968.298,250,94.39999999999999
quagga4,02-12-26,1667.159,250,97.6
