mouseID,date,timeTaken,total trial,percentCorrect
dodo2,02-05-26,1755.796,250,95.19999999999999
dodo2,02-05-26,2099.367,250,90.0
dodo3,02-05-26,2407.199,250,51.6
quagga2,02-05-26,1709.857,250,92.4
quagga3,02-05-26,2092.902,250,80.0
quagga4,02-05-26,1854.588,250,86.4
